"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","contplt","donprty","badge","sgnptit","pbldmna","bctprd","pstplonl","volunfp","clsprty","prtdgcl","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","lrnobed","loylead","imsmetn","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdnm","rlgdnno","rlgblge","rlgdnme","rlgdeno","rlgdgr","rlgatnd","pray","dscrgrp","dscrrce","dscrntn","dscrrlg","dscrlng","dscretn","dscrage","dscrgnd","dscrsex","dscrdsb","dscroth","dscrdk","dscrref","dscrnap","dscrna","ctzcntr","brncntr","cntbrthd","livecnta","lnghom1","lnghom2","feethngr","facntr","fbrncntc","mocntr","mbrncntc","ccnthum","ccrdprs","wrclmch","vteurmmb","vteubcmb","nobingnd","likrisk","liklead","sothnds","actcomp","mascfel","femifel","impbemw","trmedmw","trwrkmw","trplcmw","trmdcnt","trwkcnt","trplcnt","eqwrkbg","eqpolbg","eqmgmbg","eqpaybg","eqparep","eqparlv","freinsw","fineqpy","wsekpwr","weasoff","wlespdm","wexashr","wprtbym","wbrgwrm","hhmmb","gndr","gndr2","gndr3","gndr4","gndr5","gndr6","gndr7","gndr8","gndr9","gndr10","gndr11","gndr12","yrbrn","agea","yrbrn2","yrbrn3","yrbrn4","yrbrn5","yrbrn6","yrbrn7","yrbrn8","yrbrn9","yrbrn10","yrbrn11","yrbrn12","rshipa2","rshipa3","rshipa4","rshipa5","rshipa6","rshipa7","rshipa8","rshipa9","rshipa10","rshipa11","rshipa12","rshpsts","lvgptnea","dvrcdeva","marsts","maritalb","chldhhe","domicil","paccmoro","paccdwlr","pacclift","paccnbsh","paccocrw","paccxhoc","paccnois","paccinro","paccnt","paccref","paccdk","paccna","edulvlb","eisced","eduyrs","pdwrk","edctn","uempla","uempli","dsbld","rtrd","cmsrv","hswrk","dngoth","dngref","dngdk","dngna","mainact","mnactic","crpdwk","pdjobev","pdjobyr","emplrel","emplno","wrkctra","estsz","jbspv","njbspv","wkdcorga","iorgact","wkhct","wkhtot","nacer2","tporgwk","isco08","wrkac6m","uemp3m","uemp12m","uemp5yr","mbtru","hincsrca","hinctnta","hincfel","edulvlpb","eiscedp","pdwrkp","edctnp","uemplap","uemplip","dsbldp","rtrdp","cmsrvp","hswrkp","dngothp","dngdkp","dngnapp","dngrefp","dngnap","mnactp","crpdwkp","isco08p","emprelp","wkhtotp","edulvlfb","eiscedf","emprf14","occf14b","edulvlmb","eiscedm","emprm14","occm14b","atncrse","anctrya1","anctrya2","ipcrtiva","impricha","ipeqopta","ipshabta","impsafea","impdiffa","ipfrulea","ipudrsta","ipmodsta","ipgdtima","impfreea","iphlppla","ipsucesa","ipstrgva","ipadvnta","ipbhprpa","iprspota","iplylfra","impenva","imptrada","impfuna","prob","stratum","psu"
"ESS11e02",11,"2.0","20.11.2024",54927,"NO",0.9996408,0.6421008,0.3420282,0.21961658,90,5,600,6,6,5,2,4,4,4,3,8,10,8,6,6,5,8,1,2,2,2,2,2,2,2,1,1,3,6,9,6,2,8,7,5,2,1,5,1,5,4,4,2,2,2,10,8,10,8,6,3,4,2,1,2,3,8,9,2,66,6666,2,66,6666,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"NOR","000",1,1,"6666",1,"6666",4,9,4,,1,1,5,4,3,4,4,0,2,3,3,3,1,1,3,5,5,6,6,5,5,1,2,3,3,4,2,3,2,3,1,2,1,6,6,6,6,6,6,6,,,1968,55,1973,2006,6666,6666,6666,6666,6666,6666,6666,,,1,2,66,66,66,66,66,66,66,,,3,6,2,2,2,6,2,0,0,0,0,0,0,0,0,1,0,0,0,610,6,16,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,1,1,5,10,7,888,50,63,4,1342,2,2,6,6,3,1,8,1,313,4,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,3322,1,38,213,2,1,6,213,2,3,66,2,12040,555555,3,6,4,5,5,4,3,2,4,3,4,4,4,5,3,3,5,2,2,5,2,0.000843,1062,15560
"ESS11e02",11,"2.0","20.11.2024",54947,"NO",1.0020181,0.72184074,0.3420282,0.24688989,480,5,480,8,9,7,1,4,3,3,4,10,10,10,8,8,9,9,2,2,2,2,2,2,2,2,1,2,6,4,8,8,8,10,8,7,2,1,5,2,9,4,5,2,2,2,9,9,8,7,6,5,3,2,1,3,2,9,10,2,66,6666,1,1,2,4,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,"AT",2019,"GER","000",1,2,"AT",2,"AT",4,8,3,,1,1,4,3,6,6,5,4,0,3,3,3,1,3,3,6,6,6,6,2,3,2,2,3,3,2,2,3,2,2,1,2,6,6,6,6,6,6,6,6,,,1981,42,1984,6666,6666,6666,6666,6666,6666,6666,6666,,,1,66,66,66,66,66,66,66,66,,,1,1,2,66,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,620,6,10,1,0,0,1,0,0,0,1,0,0,0,0,8,8,6,6,6666,2,0,6,1,2,66666,8,9,25,50,85,6,2310,2,2,6,6,3,1,7,1,800,7,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,2114,1,50,421,5,3,66,421,5,3,66,1,11000,555555,1,6,1,5,3,2,6,1,4,4,2,1,4,5,3,3,6,5,1,5,5,0.000841,1030,15994
"ESS11e02",11,"2.0","20.11.2024",54952,"NO",1.000828,0.9771338,0.3420282,0.33420733,10,5,570,2,4,7,3,2,3,2,3,0,5,5,0,0,0,1,2,2,2,1,1,2,2,2,1,1,3,7,8,2,0,6,7,7,1,1,5,1,0,1,2,2,3,3,3,0,1,10,6,4,2,1,1,1,3,10,5,1,2,1,6,66,6666,6,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"NOR","SPA",1,1,"6666",1,"6666",3,7,3,,2,2,1,6,5,5,4,6,6,1,3,3,8,3,3,2,3,3,3,5,5,2,1,4,4,8,8,2,1,5,2,1,2,1,2,6,6,6,6,6,,,1996,27,1987,2015,2017,2021,6666,6666,6666,6666,6666,,,1,2,2,2,66,66,66,66,66,,,3,6,2,2,2,6,4,0,0,0,0,0,0,0,0,1,0,0,0,321,3,16,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,2,2,66666,10,8,38,40,79,4,4221,2,1,2,1,1,1,8,2,620,6,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,3312,1,38,213,2,1,8,421,5,1,6,1,12040,555555,3,2,5,1,1,3,2,1,4,5,1,1,2,1,5,1,3,1,4,1,5,0.000842,1039,15181
"ESS11e02",11,"2.0","20.11.2024",54961,"NO",0.9984564,1.1235579,0.3420282,0.3842885,80,5,600,8,7,4,3,3,2,3,2,7,8,9,7,6,6,7,1,2,2,2,2,2,2,2,2,1,2,7,8,6,4,6,7,5,2,2,3,2,5,4,4,2,2,2,5,6,7,8,6,4,3,2,2,2,3,8,7,1,2,4,6,66,6666,7,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"NOR","000",1,1,"6666",1,"6666",4,5,2,,2,1,4,4,4,4,4,1,5,3,3,3,3,3,3,4,6,6,5,3,5,2,2,3,2,2,1,2,3,2,1,2,6,6,6,6,6,6,6,6,,,1996,27,1995,6666,6666,6666,6666,6666,6666,6666,6666,,,1,66,66,66,66,66,66,66,66,,,1,2,2,66,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,610,6,16,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,5,2,66666,7,6,40,40,71,4,3112,2,2,6,6,1,1,8,1,720,7,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,2212,1,50,421,5,1,6,421,5,1,6,1,12040,555555,4,6,2,4,5,4,3,2,5,3,3,3,4,4,3,2,4,1,3,4,3,0.000844,1059,15944
"ESS11e02",11,"2.0","20.11.2024",54983,"NO",0.9972749,0.7116138,0.3420282,0.24339198,10,5,330,9,8,7,4,3,2,2,1,10,10,5,6,6,10,10,2,2,2,2,1,2,2,2,2,2,6,5,10,5,5,7,4,7,1,1,5,1,5,2,2,1,1,1,6,5,7,10,7,6,3,2,1,2,2,4,10,2,66,6666,2,66,6666,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"NOR","000",1,1,"6666",1,"6666",4,7,3,,2,2,4,0,5,6,3,4,4,1,3,3,1,1,2,3,6,6,6,1,1,1,1,4,4,4,2,3,2,1,2,6,6,6,6,6,6,6,6,6,,,2001,22,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,66,66,66,66,66,66,66,66,66,,,66,2,2,6,6,2,4,0,0,0,0,0,0,0,0,1,0,0,0,321,3,12,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,1,2,66666,88,10,6,40,56,4,5223,2,2,6,6,1,1,2,1,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,8888,88,2,2,8888,88,3,66,1,12040,555555,4,5,2,4,2,1,4,2,5,2,5,1,5,2,2,2,4,1,3,5,2,0.000845,1042,14764
"ESS11e02",11,"2.0","20.11.2024",54986,"NO",1.000828,0.9771338,0.3420282,0.33420733,20,5,600,7,7,5,2,4,4,5,3,8,9,9,7,7,5,7,1,2,2,2,1,2,2,2,1,2,6,5,7,8,4,8,7,4,3,1,5,1,6,4,4,2,2,2,8,7,9,9,7,3,4,2,1,2,3,9,7,2,66,6666,2,66,6666,1,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"NOR","000",1,1,"6666",1,"6666",4,7,3,,2,2,5,5,4,5,3,3,4,3,3,3,3,1,3,6,6,6,6,4,5,4,2,2,3,3,2,4,3,3,2,2,2,6,6,6,6,6,6,6,,,2000,23,2000,2002,6666,6666,6666,6666,6666,6666,6666,,,6,6,66,66,66,66,66,66,66,,,66,2,2,6,6,2,3,0,0,0,0,0,0,0,0,1,0,0,0,321,3,16,0,1,0,0,0,0,0,0,0,0,0,0,66,2,2,1,2023,1,66666,1,2,2,66666,7,4,7,7,91,4,5113,2,2,6,6,1,8,3,2,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,610,6,1,3,710,7,1,1,1,12040,555555,2,3,1,3,5,2,4,2,5,4,1,1,3,4,1,5,4,1,1,5,3,0.000842,1039,15188
"ESS11e02",11,"2.0","20.11.2024",54994,"NO",0.9984564,0.98181325,0.3420282,0.33580783,4,5,240,1,3,3,3,2,1,2,2,0,0,0,0,0,3,5,1,2,2,1,1,1,1,1,1,1,2,5,3,1,1,1,7,3,3,1,5,2,2,2,3,2,2,3,0,2,4,6,4,3,3,2,2,4,1,3,3,1,2,1,6,66,6666,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"ENG","000",1,1,"6666",1,"6666",2,5,1,,2,2,4,4,5,5,2,3,0,2,2,2,1,1,1,6,5,5,6,2,4,1,1,3,4,4,2,5,3,4,2,1,1,2,6,6,6,6,6,6,,,1990,33,1986,2015,2021,6666,6666,6666,6666,6666,6666,,,1,2,2,66,66,66,66,66,66,,,3,6,2,6,6,6,1,0,0,0,0,0,0,1,0,0,0,0,0,321,3,14,1,0,0,0,0,0,0,1,0,0,0,0,8,8,6,6,6666,1,66666,1,1,2,66666,7,5,45,40,47,4,5223,2,2,6,6,3,1,8,2,113,1,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,8332,1,40,610,6,1,1,421,5,1,3,2,12040,555555,4,5,1,3,3,4,3,4,2,2,1,2,3,4,3,3,1,1,2,2,2,0.000844,1052,15102
"ESS11e02",11,"2.0","20.11.2024",55027,"NO",0.9996408,0.8335039,0.3420282,0.28508183,60,5,360,8,7,7,1,4,4,4,4,8,9,9,7,7,5,7,1,2,2,1,1,1,2,2,2,1,2,3,7,6,6,8,7,6,2,1,5,1,6,4,4,1,1,1,8,8,8,7,4,4,3,2,1,2,3,8,6,2,66,6666,2,66,6666,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"NOR","000",1,1,"6666",1,"6666",4,7,4,,1,2,3,5,4,5,1,4,4,2,3,3,1,1,2,5,6,6,6,3,5,2,2,3,2,4,2,4,4,3,2,2,2,6,6,6,6,6,6,6,,,1985,38,1961,2017,6666,6666,6666,6666,6666,6666,6666,,,3,2,66,66,66,66,66,66,66,,,66,1,1,4,4,6,2,0,0,0,0,0,0,0,1,0,0,0,0,720,7,19,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,5,1,12,8,6,38,45,84,2,1210,1,2,6,6,1,1,7,1,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,313,4,3,66,610,6,1,1,2,12040,555555,3,5,1,3,4,5,4,2,3,4,2,2,3,3,5,3,4,2,3,5,5,0.000843,1046,15336
"ESS11e02",11,"2.0","20.11.2024",55031,"NO",1.0020181,0.8083373,0.3420282,0.27647415,40,5,120,6,4,4,3,2,2,3,1,6,7,7,5,5,5,6,1,1,2,2,2,2,2,2,2,2,6,8,6,3,4,5,6,4,2,2,5,2,5,4,4,2,2,3,6,4,5,6,4,1,2,2,1,2,3,6,7,2,66,6666,2,66,6666,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"ENG","NOR",1,1,"6666",1,"6666",4,7,2,,1,1,2,4,5,4,4,2,4,3,3,3,1,3,3,6,5,5,6,5,4,4,4,3,4,3,2,2,3,3,1,2,1,6,6,6,6,6,6,6,,,1985,38,1988,2023,6666,6666,6666,6666,6666,6666,6666,,,1,2,66,66,66,66,66,66,66,,,3,6,2,6,6,6,1,0,0,0,0,1,0,0,0,0,0,0,0,421,5,18,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,1,2,66666,8,0,37,45,41,4,7115,2,2,6,6,2,1,2,3,510,5,0,0,0,0,0,0,0,1,0,0,0,0,0,66,2,66666,6,666,421,5,1,1,421,5,1,3,1,12040,555555,1,5,3,2,2,3,5,1,2,3,2,3,2,5,2,2,3,2,2,2,4,0.000841,1064,14897
"ESS11e02",11,"2.0","20.11.2024",55091,"NO",1.000828,0.9771338,0.3420282,0.33420733,120,5,300,8,8,4,1,5,5,5,5,10,10,9,9,9,10,8,1,1,1,1,1,2,2,1,2,1,1,7,6,7,5,8,8,7,2,1,5,1,9,4,4,2,2,2,8,5,5,6,6,5,2,2,2,2,3,10,10,1,2,1,6,66,6666,7,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"NOR","000",1,1,"6666",1,"6666",4,7,5,,1,2,3,5,4,5,1,5,6,3,3,3,1,1,1,6,6,6,6,2,4,2,2,2,2,4,2,3,2,4,2,2,1,2,6,6,6,6,6,6,,,2001,22,2001,1966,1965,6666,6666,6666,6666,6666,6666,,,4,3,3,66,66,66,66,66,66,,,66,2,2,6,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,313,4,15,1,1,0,0,0,0,0,0,0,0,0,0,2,2,6,6,6666,1,66666,2,4,2,66666,8,4,555,17,84,1,2422,2,2,6,6,3,1,10,1,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,800,7,1,1,720,7,1,2,1,12040,12050,4,1,1,1,2,3,2,1,5,1,3,2,1,3,2,2,2,2,2,1,2,0.000842,1039,15191
"ESS11e02",11,"2.0","20.11.2024",55154,"NO",0.9984564,1.9532037,0.3420282,0.6680507,90,5,90,5,7,8,4,3,2,3,1,7,7,8,6,7,7,7,3,2,2,2,2,2,2,2,2,1,3,6,7,6,5,7,8,6,3,2,4,2,88,2,2,2,2,2,3,3,5,7,6,3,4,2,1,2,3,8,4,1,2,1,6,66,6666,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"NOR","000",1,1,"6666",1,"6666",3,7,2,,2,1,4,4,5,5,4,0,4,3,3,3,3,3,3,5,4,5,5,3,3,2,3,2,4,8,3,3,3,3,1,1,2,6,6,6,6,6,6,6,,,2004,19,1975,1976,6666,6666,6666,6666,6666,6666,6666,,,3,3,66,66,66,66,66,66,66,,,66,1,2,6,6,2,3,0,0,0,0,0,0,0,0,1,0,0,0,213,2,12,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,2,2,2,66666,6,2,38,45,43,4,8332,2,2,6,6,3,1,9,1,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,321,3,1,7,321,3,1,7,1,12040,555555,2,2,3,2,2,2,3,4,3,1,3,4,1,3,1,2,4,1,3,2,1,0.000844,1059,15918
"ESS11e02",11,"2.0","20.11.2024",55188,"NO",0.99492,1.1060513,0.3420282,0.37830073,60,5,180,3,5,4,2,2,4,4,2,8,8,9,7,7,6,4,1,2,2,2,2,2,2,2,1,1,2,6,9,4,4,7,8,7,3,1,5,1,3,2,2,2,2,2,7,7,5,8,6,2,3,2,1,1,3,9,4,2,66,6666,2,66,6666,0,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"NOR","000",1,1,"6666",1,"6666",4,7,3,,2,1,3,4,4,5,4,3,3,3,3,3,1,1,3,5,5,5,5,4,4,3,2,3,3,3,2,4,3,1,1,6,6,6,6,6,6,6,6,6,,,1984,39,6666,6666,6666,6666,6666,6666,6666,6666,6666,,,66,66,66,66,66,66,66,66,66,,,66,1,2,6,6,2,4,0,0,0,0,0,0,0,0,1,0,0,0,421,5,14,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,2,5,1,4,8,7,37,40,84,2,3343,2,2,6,6,1,1,5,1,6666,66,0,0,0,0,0,0,0,0,0,0,1,0,0,66,6,66666,6,666,213,2,1,9,213,2,1,9,1,12040,555555,2,5,2,6,3,5,2,2,5,5,4,3,5,1,5,2,3,1,4,3,4,0.000847,1032,15143
"ESS11e02",11,"2.0","20.11.2024",55199,"NO",1.0020181,0.8914978,0.3420282,0.3049174,30,5,60,5,7,7,2,2,2,2,3,2,9,9,2,3,3,5,1,2,2,2,2,2,2,2,2,1,2,8,9,5,0,3,7,8,2,1,5,1,1,2,3,3,3,3,3,3,3,9,6,4,2,2,2,2,3,8,5,2,66,6666,2,66,6666,5,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"NOR","000",1,1,"6666",1,"6666",1,1,2,,2,1,1,1,4,4,4,2,3,3,3,3,3,1,1,5,5,5,6,4,5,1,2,8,3,3,2,3,2,2,1,2,6,6,6,6,6,6,6,6,,,1953,70,1953,6666,6666,6666,6666,6666,6666,6666,6666,,,1,66,66,66,66,66,66,66,66,,,1,2,2,66,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,313,4,13,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2016,1,66666,1,5,2,66666,9,9,40,50,6,4,2423,2,2,6,6,3,4,6,1,321,3,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,66666,6,666,213,2,1,8,213,2,4,66,2,12040,555555,3,3,3,4,2,5,3,4,3,5,2,3,4,3,5,3,4,2,3,4,4,0.000841,1036,16093
"ESS11e02",11,"2.0","20.11.2024",55256,"NO",0.9996408,0.7172716,0.3420282,0.24532712,120,5,360,8,7,6,1,3,3,4,4,10,9,8,8,7,8,10,1,1,1,1,2,2,2,1,1,1,2,3,7,6,7,8,6,6,2,1,5,1,5,3,2,1,1,1,8,8,8,7,7,4,4,2,1,2,3,8,7,1,2,1,6,66,6666,6,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"NOR","000",1,1,"6666",1,"6666",4,7,4,,1,2,5,6,5,5,1,4,5,2,3,3,1,1,3,6,6,6,6,1,4,2,2,3,3,3,3,4,4,5,2,1,2,1,1,6,6,6,6,6,,,1988,35,1986,2005,2008,2015,6666,6666,6666,6666,6666,,,1,2,2,2,66,66,66,66,66,,,1,1,2,66,1,6,5,1,1,0,0,0,0,0,0,0,0,0,0,710,7,6,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,2,1,5,2,4,42,50,85,2,2341,2,2,6,6,1,1,9,1,313,4,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,7233,1,38,313,4,2,2,313,4,1,3,2,12040,888888,3,4,2,2,2,3,2,2,5,4,2,1,3,2,4,4,2,1,3,2,4,0.000843,1049,15822
"ESS11e02",11,"2.0","20.11.2024",55276,"NO",1.0020181,0.6436276,0.3420282,0.22013879,120,5,120,9,9,5,1,3,4,3,3,9,10,10,8,6,5,9,1,2,2,2,2,1,2,1,2,1,2,7,8,10,5,10,10,7,3,1,5,3,5,3,3,1,2,2,7,5,6,9,6,2,2,2,1,1,3,10,10,1,2,1,6,66,6666,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"NOR","000",1,1,"6666",1,"6666",5,9,4,,1,1,0,3,4,6,4,1,3,3,3,4,3,3,3,6,6,4,3,5,1,2,5,2,1,4,2,4,4,2,1,2,6,6,6,6,6,6,6,6,,,1950,73,1959,6666,6666,6666,6666,6666,6666,6666,6666,,,1,66,66,66,66,66,66,66,66,,,1,2,2,66,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,620,6,19,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2017,1,66666,1,2,2,66666,5,1,40,40,85,2,2330,2,2,6,6,2,1,5,1,720,7,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,2511,1,40,421,5,2,9,313,4,3,66,1,12040,555555,4,5,5,2,2,3,1,1,4,4,3,5,5,2,5,1,3,2,1,4,2,0.000841,1033,15619
"ESS11e02",11,"2.0","20.11.2024",55283,"NO",0.9996408,0.83682406,0.3420282,0.28621742,60,5,300,8,8,5,2,4,3,4,4,8,9,8,8,8,9,8,1,2,2,2,2,2,2,2,2,1,2,2,7,6,8,9,9,8,2,1,5,1,5,5,5,1,1,1,9,9,10,8,6,4,3,2,1,1,3,7,5,2,66,6666,2,66,6666,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"NOR","000",1,1,"6666",1,"6666",4,7,3,,1,1,4,4,5,4,5,1,5,3,3,3,3,1,3,5,5,5,4,3,2,2,3,1,2,4,2,4,3,5,1,2,1,2,1,6,6,6,6,6,,,1980,43,1981,2012,2013,2015,6666,6666,6666,6666,6666,,,1,2,2,2,66,66,66,66,66,,,3,6,2,6,6,6,2,0,0,0,0,1,0,0,0,0,0,0,0,720,7,20,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,4,1,13,6,5,40,48,72,4,2146,2,2,6,6,1,1,8,2,720,7,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,2422,1,40,720,7,1,1,610,6,1,1,1,12040,555555,2,5,2,3,5,3,3,2,4,5,5,3,4,5,3,2,3,2,3,6,4,0.000843,1062,15473
"ESS11e02",11,"2.0","20.11.2024",55314,"NO",1.0020181,0.8914978,0.3420282,0.3049174,300,5,120,10,10,8,2,4,1,4,2,10,7,8,8,8,6,9,2,1,2,2,2,2,2,2,2,1,3,2,6,10,10,10,10,9,2,2,4,2,5,2,2,1,1,1,9,7,7,9,5,1,2,2,1,2,2,10,9,2,66,6666,2,66,6666,7,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"NOR","000",1,1,"6666",1,"6666",3,8,3,,2,1,0,0,3,4,2,3,4,3,3,3,3,1,3,4,5,3,5,1,4,2,2,3,3,4,2,2,2,2,1,2,6,6,6,6,6,6,6,6,,,1950,73,1955,6666,6666,6666,6666,6666,6666,6666,6666,,,1,66,66,66,66,66,66,66,66,,,1,2,2,66,1,2,4,0,0,0,0,0,0,0,0,1,0,0,0,321,3,12,0,0,0,0,0,1,0,0,0,0,0,0,66,6,2,1,2015,1,66666,1,3,2,66666,10,0,40,45,41,4,8343,2,1,2,2,3,4,4,1,213,2,0,0,0,0,0,1,0,0,0,0,0,0,0,66,2,66666,6,666,113,1,2,9,113,1,2,9,2,12040,555555,3,6,3,5,1,2,1,1,1,1,1,1,4,1,4,4,4,4,4,4,4,0.000841,1036,16096
"ESS11e02",11,"2.0","20.11.2024",55328,"NO",1.0020181,0.8488852,0.3420282,0.29034266,60,5,600,5,5,6,4,2,4,3,2,6,8,10,4,4,5,0,1,2,1,2,2,2,2,2,2,2,6,5,5,6,4,5,10,8,3,1,4,1,4,1,2,1,1,1,5,6,5,8,4,3,2,2,2,3,2,3,3,2,66,6666,2,66,6666,0,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"NOR","000",1,1,"6666",1,"6666",3,6,3,,2,1,3,4,3,5,5,1,5,1,3,3,3,1,2,6,5,6,6,2,3,1,2,3,2,4,3,4,3,5,1,2,1,1,1,6,6,6,6,6,,,1989,34,1992,2013,2017,2017,6666,6666,6666,6666,6666,,,1,2,2,2,66,66,66,66,66,,,3,6,2,6,6,6,5,1,0,0,0,0,0,0,0,0,0,0,0,321,3,16,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6,6,6666,1,66666,2,1,2,66666,4,6,50,59,49,4,8322,1,1,2,1,2,1,3,2,213,2,0,0,0,0,1,0,0,0,0,0,0,0,0,66,2,66666,6,666,8888,88,3,66,321,3,3,66,2,12040,555555,3,3,1,4,2,4,2,1,4,3,4,1,2,2,5,2,2,1,1,5,5,0.000841,1031,15741
"ESS11e02",11,"2.0","20.11.2024",55329,"NO",1.0020181,0.7570982,0.3420282,0.25894892,90,5,540,6,8,8,3,4,2,3,3,7,9,9,5,5,6,8,1,1,2,2,1,2,2,2,1,1,2,7,8,6,4,10,8,9,2,1,5,1,7,2,3,1,1,1,6,7,8,9,6,3,4,2,1,1,3,9,7,1,2,1,6,66,6666,6,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"6666",6666,"NOR","000",1,1,"6666",1,"6666",3,4,3,,1,1,4,5,4,6,5,1,5,3,3,3,3,1,3,6,6,6,6,4,2,2,3,3,2,4,2,3,4,5,1,2,2,2,1,6,6,6,6,6,,,1972,51,1974,2002,2004,2008,6666,6666,6666,6666,6666,,,1,2,2,2,66,66,66,66,66,,,1,2,2,66,1,6,3,0,0,0,0,0,0,0,0,1,0,0,0,620,6,17,1,0,0,0,0,0,0,0,0,0,0,0,66,1,6,6,6666,1,66666,1,5,2,66666,9,6,37,40,64,1,2422,2,2,6,6,1,1,8,1,620,6,1,0,0,0,0,0,0,0,0,0,0,0,0,66,6,1211,1,50,421,5,1,3,421,5,1,6,1,12040,555555,4,5,2,3,4,3,2,2,4,3,2,2,5,2,4,2,4,2,3,2,2,0.000841,1063,15057
